marvelously breezy weather in delhi
the weather in Delhi just keeps getting colder. the very reason i love delhi so much.. winter is just so .... fun!
"Weather in Delhi, Delhi: Overcast | 42° C @ 830pm"
"Crisp weather in delhi, loving it."
+1000000000000000000000000000 RT @ikaveri: Saaxseee weather in Delhi today. Very Bangalorish.
Raining non stop since last night. Its hot and muggy here. :S wish i could exchange weather with delhi.
"Crisp weather in delhi, loving it."
+1000000000000000000000000000 RT @ikaveri: Saaxseee weather in Delhi today. Very Bangalorish.
Raining non stop since last night. Its hot and muggy here. :S wish i could exchange weather with delhi.
Brill weather in delhi. Except... Of course... I have a cold
"let's see. Bangalore roads, Mumbai weather, Delhi in general #ihate @s4sukhdeep: Bangalore Weather. Mumbai People. Delhi Monuments. #ilove"
"Pleasant weather in Delhi, thunderstorm likely - Delhi saw pleasant weather Saturday morning and the met office said...http://bit.ly/9H7rak"
is headin to delhi for a day or two. How's the weather in delhi?
"The best source to know weather in Delhi, NCR is twitter. No one tweets like delhi junta about weather. #DelhiRain"
You're missing out on something if you're driving with the ac on. Enjoy the rare burst of pleasant weather in Delhi :)
cool weather enjoy... miracle this kind of weather in delhi
"The best source to know weather in Delhi, NCR is twitter. No one tweets like delhi junta about weather. #DelhiRain"
You're missing out on something if you're driving with the ac on. Enjoy the rare burst of pleasant weather in Delhi :)
cool weather enjoy... miracle this kind of weather in delhi
"Muggy weather in Delhi, rains likely http://toi.in/bT7XWY"
Went for a long walk in the evening. Lovely weather in Delhi today.
Loving the weather in delhi
Beautiful weather in Delhi....Anyone staying indoors: GET OUT
"Dear Delhi folks, what's the weather in delhi like at this point in time?"
It's rainy again today. I love it. I would choose this kind of weather over Delhi's usual heat and cold any day.
"How's the weather in Delhi, by the way? Please tell me it's not raining."
"How's the weather in Delhi, by the way? Please tell me it's not raining."
"Weather in Delhi, Delhi: Partly Cloudy | 32° C"
"Weather wise Delhi and Pune are almost same today, except for humidity in Pune is nearly twice that of Delhi. 62:35"
"Cheers! RT @praval: Nice weather in Delhi today. Perfect to jump off the bed, pick up your car's keys and go for a drive. Beer is a must!"
I intend to have a cool weather in Delhi for the coming three days.
Bangalore_Weather = !(Delhi_Weather)
"Lovely, sunny, not very hot weather in Delhi. I want to play cricket. I do"
GM RT @abhijitdg: Good morning. Enjoy the day. Lovely weather in Delhi
"to match this weather in Delhi , listening to songs of dil to pagal hai"
The weather in Delhi right now is nothing short of orgasmic.
Good weather for Delhi today. I was expecting fog today after less cold yesterday.
Brilliant weather in Delhi. Love the chill in the air.
The weather in delhi is getting awesomer day by day :D Time to take out jackets and hoodies soon! @SakshiKumar
The weather is Delhi has improved so much that the cooler feels like an AC now.
but #mumbai got better now with #rain RT @ReemaKapur: It's a good weather in Delhi
Weather in Delhi is cool today :) Enjoying
Lovely weather in Delhi today. For a change did not want to reach the destination. Wish the path never ended.
Lovely weather in Delhi to go out. Had a great time roaming around.
"Muggy weather in Delhi, rains likely http://bit.ly/9qep5v"
then sunshine for the next 5 days BBC Weather | Delhi http://goo.gl/WofI
Lovely weather in delhi! And santa left chocolates and flowers on my bed!!
"Heavy rain on d way 2 delhi, how's d weather in delhi?"
Great weather in Delhi- very inspiring to work:) and love the jackets all out)
"weather in Delhi is getting that ""coldtinge"" in the air , some catalyst for a morning walk"
"I guess it's time to polish my British accent, with all this rain and damp weather Delhi is no less than London.."
"It's a nice weather in Delhi today. Perfect to jump off the bed, pick up your car's keys and go for a drive. Beer is a must! #fb"
Morning all. Perfect weather in Delhi to be watching a game of cricket sipping tea.
Muggy weather in Delhi but rains expected - Delhi saw muggy weather Saturday morning with the minimum temperature...http://bit.ly/acZiK8
It's running weather in Delhi: John http://bit.ly/cLUcS4 #bollywood
Awesome weather in Delhi. Sigh only if it could be enjoyed.
It's running weather in Delhi: John http://bit.ly/cLUcS4 #bollywood
"Hi friends,hope alz gr8. Weather in Delhi turns chilly. Freezing today. Or maybe its just me."
It's running weather in Delhi: John http://bit.ly/cLUcS4 #bollywood
"What brilliant weather in delhi now. Blue sky, cold air, gamely trying sun.... Perfectomundo."
Amazing weather in delhi
"The weather in Delhi, this time of the year - awesome possum"
"Hey guys,guess what,due to turbulent weather in Delhi,the flight has been diverted to Jaipur.Just landed in the pink city."
"Going by the weather in Delhi/NCR, it is the best time to hold any sporting event. Fantastic gorgeous autumn morning"
Beautiful weather in Delhi today. Just perfect!
looks better ... BBC Weather | Delhi http://news.bbc.co.uk/weather/forecast/1291?&search=delhi&itemsPerPage=10®ion=world&area=Delhi
Good morning....the weather in Delhi turned from Hot to cool
Love this pleasant weather in delhi.. Hope it stays this way thoughout the day
"Hot and humid weather makes Delhi fret - Delhi woke up to a hot and humid morning Thursday. The weather office has,...http://bit.ly/ciyoZE"
"Muggy weather in Delhi, rains likely http://bit.ly/auQKnZ"
"Due to weather of Delhi change in plans, I am gonna take bath thrice a week to save water. (of course I am an concerned citizen)"
I cannot believe the weather in Delhi today. Amazingamazing.
karate kid was awesome and now the weather in delhi is even better!!
"Muggy weather in Delhi, rains expected - Delhi saw muggy weather Friday morning with the minimum temperature a notch...http://bit.ly/bVqee1"
awsome weather in delhi now...thundering and raining..yay enjoyin it
"Amazing, extraordinary weather in Delhi. Loving it...!"
"Lovely cool weather in Delhi this morning, dying to experience Delhi winter..."
"Just finished all interviews for the day.. Lovely weather in delhi, heading to see @iamsrk house in Panchsheel park.."
Happy diwali everyone .. A new beginning ..and the gorgeous weather in delhi helps !
Glorious weather in Delhi. The breeze comes free. Tree leaves paint a million sighs.
"The weather in Delhi: Deewana hua badal, sawan ki ghata chhayi..."
Pujo greetings to all! A very happy Shashti..! Lovely weather in Delhi for the onset of Durga Puja..
"From hot, sunny weather in Delhi to monsoon madness in Mumbai.. Less than a 2hr journey but feels like a diff country! Beautiful India!☺"
"Lovely weather in Delhi, btw. Very similar to the Argentine GP climes of yore. #f1"
Anna Hazare's move to go on fast from Dec.27 dependent on passing of Lokpal Bill & weather in Delhi: Arvind Kejriwal
Clooney weather Delhi. Seems like rain soon.
Cloudy Clooney weather in Delhi :)
"#Happiness is tweeting about the fabulous weather in Delhi, and knowing that most of your are not similarly blessed!!! Hahaha,"
Clooney weather in Delhi. Again :)
What Clooney weather in Delhi. Lovely!
#inothernews awesome weather in Delhi
Weather Delhi | Temperature in Delhi | Delhi Weather Forecast | Delhi Weather | Temperature… http://goo.gl/fb/lP7WH
DTN India: Pleasant weather in Delhi: Met: The weather will remain pleasant as there is no prediction of either ... bit.ly/pAdUhf
"Cricinfo weather for Delhi: ""23C, Smoke"""
Delhi Temperature Today | Temperature In Delhi Today | Weather Forecast Delhi http://dlvr.it/SRM2K
"Glorious, glorious weather in Delhi! #OppositeDay"
"Glorious, glorious weather in Delhi! #OppositeDay"
Wow. Weather in Delhi is luv-erly!! So much for the extra layer of clothes I've carried.
It was this kind of weather in Delhi today. http://twitpic.com/5ccl5a
Oh! Anna's Fast on 27th Dec dependent on Weather in Delhi? But what happenned to the slogan 'Anna Ek Aandhi hai..'
Morning weather in Delhi is very agreeable - moby.to/zrc2vj
Varrnaice weather in Delhi. All you need is a bath tub full of warm coffee.
"not saying anything. RT @LizaSaha: Purple haze sky, cool breeze, few drops of rain. Loving the weather in Delhi right now"
Exactly! I tell Sir Delhi is the most beautiful place:) @madversity: Glorious weather in Delhi. The breeze co… (cont) deck.ly/~LonjM
Awesome weather in Delhi :-) #fb
"lovely weather in delhi again. Outside, Sipping chai (not tea), dunking biscuits, watching history lessons from iTunes U"
Awesome weather in Delhi :-) #fb
"lovely weather in delhi again. Outside, Sipping chai (not tea), dunking biscuits, watching history lessons from iTunes U"
Yep. Lovely weather in Delhi region today.
"Wonderful weather in Delhi today. Nice & cool, with a slight breeze. Zero humidity. Outside, its much worse though."
Its such a *beautiful* weather in Delhi. BEAUTIFUL!
"@jagora Thanks for the follow, how's the weather in Delhi this morning?"
"Hot weather in Delhi continues Wednesday: New Delhi, Oct 12 (IANS) It was a hot Wednesday in Delhi as the tempera... adf.ly/3AJrw"
Lovely weather in Delhi! Perfect day for a Race!
It's nice and sunny in Jaipur... Will be driving to Delhi... hope the weather in Delhi is also nice...
"Dusty storm,clouds all over the sky..dusty cool weather in Delhi and NCR..some relief!"
"Dusty storm,clouds all over the sky..dusty cool weather in Delhi and NCR..some relief!"
The morning weather in delhi is absolute heaven. Gentle cool breeze
weather in delhi is geting thanda day by day but during night time only...
Woahhhh back landed back in mumbai d weather in delhi was brilliant
"The weather in Delhi has turned to what couples have prayed for. The rest of us, let's get back to work. No point bunking office/ college!"
"what am i missing! RT @krishraghav: Whatever it is you're doing to the weather, Delhi - keep doing it. It is awesome."
"DTN India: Sunny weather in Delhi on Republic Day (Lead): A bright, sunny day greeted Delhiites Wednesday on the... http://bit.ly/h2Njno"
Loving the weather in Delhi. Overcast and windy with a crisp chill in the air!
+Calcutta too RT @omar1618 The weather in Delhi just turned several degrees cooler yaaaaaay
Clooney weather in Delhi. Where is @smitaprakash
@ShaheenAbbaz Good Morning from delhi..Its really a awesme cool weather in delhi.Its Raining..Loving it.. Have a super wonderful day
weather in delhi <b>california</b> in <b>Travel</b> articles http://goo.gl/fb/oBk3Y
"Surprisingly #AnnaHazare has not called the cold weather of Delhi, as a conspiracy by d Govt to stop him frm sitting on fast. #Lokpal #MMRDA"
"I like @nityabudhraja's ""The weather in delhi can not get be..."" tip http://ftt.nu/3am4x in TipTop at http://ftt.nu/40i2q for ""weather in"""
What gray weather in Delhi! I feel like I'm in London though thankfully Delhi days start much later thank god!
Weather in Delhi is changing. Loving this weather. :)
Nice to be back to the wet weather here from the hot and humid weather in Delhi!
Depressing weather in Delhi again. No sun.
Clear weather delhi !
Delhi Weather => Delhi girls. #hot #justsaying.
Nice weather in delhi (@ ATS Services Pvt. Ltd.) http://4sq.com/pT6ef5
Don't be fooled by clouds in sky. Its the same pathetically hot weather in Delhi even now.
RT @Sonakshi_y: And its OFFICIAL! The pleasant weather in Delhi is GONE! Winter haters go burn now!
So now the flight lands in Nagpur..bad weather in Delhi ....c'est la vie
Auto rides in beautiful rains. Awesome weather in Delhi.
Lovely rainy weather in Delhi-Gurgaon but traffic playing spoilsport!
Weather News: Cool weather greets Delhi on Valentine's Day: The minimum temperature rose further from yest... http://tinyurl.com/6dfx5e3
"This is the most confusing weather in Delhi. Turn the fan off, or take the blanket off? Decisions decisions."
From the steamy weather in Delhi to the lovely weather in Bangalore. The weekend begins.
"first time online since sunday...checking in. in france, weird muggy weather and off for some more muggy weather - delhi on friday...."
'Chai-pakode' type weather in Delhi. me loves it.
Heavy weather in Delhi?:-)
Nice weather for Delhi morning
"Cool weather greets Delhi on Valentine's Day: New Delhi, Feb 14 : Overcast skies and a cool breeze today c... http://tinyurl.com/4dkokep"
Such lovely weather in Delhi today! Take a deep breathe aaaaaaaaaaaaaaaaaaaah wah wah wah
How's the weather in Delhi???#help
"Chandigarh has all the good weather, Delhi is just cursed. Thanks to overdressed aunties."
One of many reasons why I love this weather in Delhi! #having pic.twitter.com/Erj5Iq7C
@ashnid1 Hello. How's the weather in Delhi?
The weather in Delhi just turned several degrees cooler yaaaaaay
Brilliant weather in Delhi n should just be this way and not pour and rain heavy!!
"Dear weather of Delhi, please decide whether you want to be hot or cold. #kthnxbai"
"What's with the weather in Delhi, man? Even the animals are perspiring here."
"Today, weather of Delhi was like 2 mins outside were enough to drown in your sweat."
#Kejriwal: #Anna will most likely fast in #Mumbai's #AzadMaidan because of the weather in Delhi
Not the most exciting weather at Delhi.
Travelling in the midst of a mini storm. What fab weather in Delhi!
It looks like the weather in Delhi is now inspired by that in Mumbai. That's what I can say looking from here http://lockerz.com/s/120652733
"It showed that flight is from Bombay to Delhi, has free food, gate numbers, weather in Delhi and so on. Loved it."
Glorious weather in Delhi. Best time of the year and my 3G on AirTel has started. Excellent!
"Lovely weather in Delhi, there's still a chill in the air at night."
Put Bombay people and Bangalore weather and Delhi would be the most amazing place to spend your life.
Woke up to awesome weather in Delhi. Seems it has rained somewhere close by.
@sonica00 Good morning! I hope it's chilly weather in Delhi today. (I'd never thought I'd say that to someone). How are you? Nice day to you
"Purple haze sky, cool breeze, few drops of rain. Loving the weather in Delhi right now"
A\#awesome weather in Delhi. Strong winds..about to rain
Beautiful weather in Delhi today. And when the weather is so good everything around seems so good. Nature and its tricks!
Romanchak weather in Delhi today
Unbelievably cool weather in Delhi after the storm. A stroll around Uniworld City in the morning was delightful
@QueenRania Good Morning from delhi..Its really a awesme cool weather in delhi.Its Raining..Loving it.. Have a super wonderful day
"Lovely weather in Delhi and around. Try to avoid work, twitter, and news channels."
"Awesome weather in Delhi/NCR. Romantic drizzle, cool breeze, and greenery all around."
"Charming weather in delhi. Feels like you're in an oven, which in turn is inside a blast furnace."
"And just as the politicians retire for the day, the weather in Delhi turns glorious all over again!!!!"
"Mumbai now has Delhi's weather. Delhi right now has Alaska's weather. If Al Gore is right, in few years, Alaska'll have Mumbai's weather."
"""Ah, nice weather"" - Delhi people, 12°C. ""OMG IT'S SO COLD LET ME WEAR ALL MY WINTER CLOTHES OR I'M GONNA DIE!"" - Mumbai people, 24°C."
Whats up with this weather in Delhi!!!? Crazy.
Just landed in Mumbai. Right now the weather in Delhi > weather here.
"Lovely weather in Delhi. Like someone once said, ""there is a nipple in the air."""
What fantastic weather in delhi!!! Cool breeze on a warm day! It's shopping time At the emporio! :)
Back on the train. The weather in Delhi is getting really warm again! :/ (at Old Delhi Railway Station) — path.com/p/4iWGwW
rabbits weather in delhi.
Beautiful beautiful weather in Delhi!
Wow. The weather in Delhi is so awesum yaaa. <3
Awesome weather in Delhi. <3. Hot and humid nonetheless.
The weather in Delhi today is not exactly conducive for penguins
"Self hypnosis RT @fakingnews Awesome weather in Delhi/NCR. Romantic drizzle, cool breeze, and greenery all around."
Crazy weather in Delhi. Dust storm and all that.
It's the 'Nipples can cut glass' weather in Delhi
Mumbai: Traffucked! Bangalore: Making love with the weather. Delhi: WTF metro? Kolkata: Cholbe na! #Morningupdatefromthenation.
"Mumbai now has Delhi's weather.Delhi rt now has AK's weather.If Al Gore is rt, in few years,Alaska'll have Mumbai's weather. RT @amitanam"
Interesting weather in Delhi. Guess the gods had Thums Up and thought ki aaj kuchh toofani karte hain.
Today's weather in Delhi can make tourists behave like a retard. cc: @SenRehmanMalik
"Bangalore weather to Delhi weather: I'm back, baby! Oh, and btw, summer's coming! RT @duak: Dear Bangalore Suck on it. - Delhi weather"
Perfect flu weather in Delhi.
Nice weather in Delhi.
"Don't know if this is winter, but the weather in Delhi has changed for the better over the last two days. Cooler mornings and nights, yes."
Strange weather in Delhi. Windy as hell. Perhaps Awesum <3 too.
"Weather in Delhi isn't bad. Not ""Awesum <3"" either."
Nice weather in Delhi
"It is Test match weather in Delhi. Alas, the game is in Kolkata"
Fantastic gloomy weather in Delhi. Here with @pearlofficial for the Red Bull 3style Finals.
The weather in Delhi today: You shiver in the dark/It's raining in the park meantime...
#MaushiChiGaand weather in Delhi.
It's driving weather in delhi!
Lovely weather in Delhi. Just right for Tum Jo mil gaye ho by Madan Mohan
Awesome weather in Delhi and we look forward to an Awesome Night at @thebluefrog See you Pretty People Soon!!!
"Go go Delhi, vote.. RT @buzzindelhi: Great weather in Delhi to go out and vote #MCD2012"
"DTN India: Cloudy weather in Delhi, possibility of rain: The capital saw cloudy weather Saturday morning, with t... bit.ly/AE9TLS"
Now this is where I draw the line between not liking and hate Delhi...its so humid and frustrating. Damn u 'current weather at Delhi'
"Brits talk weather. Delhi-ites talk neighbours. Americans dalk salaries. Mumbaikars talk traffic. Koi nahi hota Jaaani, ek doosre ka maafik"
DTN India: Pleasant weather in Delhi on Republic Day (Lead): Mellow winter sunshine provided Delhi residents war... bit.ly/xIPXCZ
Nice weather in Delhi and I been roaming around on road since morning with brother who came Delhi for Transparency International meeting
amazing weather in Delhi today :)
"Reached Jaipur to find cloudy weather, Delhi im.told has foggy weather. #fb"
Crazzzyyyyyyy weather in Delhi! Wind chimes going mad.
"Drizzling, cool weather in Delhi today. Make it work from park, lawn or balcony today."
Weather in Delhi is cold but the politics of FDI in retail bubbling with intrigue and suspense ! :)
"The weather in Delhi just right for apple pie and Irish coffee. But I ended up having slice, bread pakora and filter coffee. Making do!"
Unbelievably brilliant weather in Delhi. Never thought I'd be sitting out on a cool June evening!
Such lovely weather in Delhi. Love love love it :)
AWESOME WEATHER IN DELHI! RAIN RAIN RAIN!
"DTN Delhi 2010: Cloudy weather in Delhi, possibility of rain: The capital saw cloudy weather Saturday morning, w... bit.ly/zYNxNO"
PERFECT WEATHER IN DELHI TO LAY BACK IN THE COUCH AND WATCH SRK MOVIES.
"Btw, it's beautiful weather in Delhi since it drizzled last evening."
So how's the weather in Delhi these days? Will reach at 8pm
Lovely weather in Delhi after long. Does it really matter ?
2 mahine mein aur awesome mausam hoga RT @fzlsammy: Awesome weather. Delhi Rocks.
Seriously delicious weather in Delhi.. Hmm.. How to bottle it and bring it back to Mumbai?
Epic weather in Delhi pic.twitter.com/LyqrI5Pg
"As @smitaprakash puts it, full Clooney weather in Delhi."
"Lovely weather in Delhi, played football in the rain."
Fab mysterious hill station- like weather in Delhi. Every bit of stress slipping away from my body. Places affect us more than we realise.
"Such a beautiful weather in delhi, and played football in rains after almost a decade."
What's up wit the weather in delhi?Every1 tweeting...is it raining??
The awesome weather in Delhi NCR today pic.twitter.com/ZakwwOJa
"How's the weather in Delhi for tomorrow? Hope it's good, had enough of cold and snow..."
"Settle down with a tipple. RT @spacedout_sniff: Lovely weather in Delhi. Like someone once said, ""there is a nipple in the air."""
Crazy weather in Delhi.
Suddenly the weather in Delhi is better than in Bombay.
Love the weather Delhi has right now! Hope it continues! If this weather had a follow option I would click on it!
"How's the weather, Delhi people? ;)"
What a miserable weather in Delhi. Clouded sky but no rain. 38'C and no wind or breeze. God is really pissed with Dilliwallahs. #fb
The weather in Delhi tonight is what you want all year round all over the country. Fantastic.
Wow! Cool weather in Delhi.. I wanna go there now!
"""Yaar, badi achchi thandi morning hai. Lag raha hai everything is in HD."" @meajay to me when asked about the weather in Delhi."
Well done on the weather Delhi. I have nothing clever to say Sad Keanu.
Landed in beautiful weather into Delhi! Its very nice but no good! Massive weather change is never a good sign.
The weather in Delhi is surprisingly nice. We would be so much more productive if this weather lasted for more than 2 months a year
"There's something spooky going on. It's a mid April morning and the weather in Delhi is superb. To add to that, there's barely any traffic."
Such a smooth flight brings me to wonderful weather in delhi !
+rrr RT @LizaSaha Absolutely brrrrrrrrr weather in Delhi
Awesome weather in Delhi today. May this happen everyday #hopefulwishes
"Dear Weather of Delhi, Y U NO remain this way always. #LoweYou"
"Old Monk weather. Delhi, you made the day."
Finally decent weather in Delhi twitpic.com/abrwts
Sudden change in weather of Delhi...... It's dark & dusty...
What weather in Delhi NCR! Pitch dark at 5pm
Amazing/sleepy weather in Delhi today. pic.twitter.com/TE4BEVJt
Great weather in Delhi. Hope it remains like this. I don't feel thirsty during roza yo.
Cousin: Sucha gloomy weather in Delhi! Me: Whatta sexy weather!!! :O You call that gloomy? Go die!
